transaction_id,amount,merchant,location,timestamp,card_number,is_fraud
TXN00384,24.81,Costco,"San Diego, CA",2025-10-21T15:07:13,****9281,0
TXN00520,168.52,Starbucks,"Dallas, TX",2025-10-19T08:42:13,****6315,0
TXN00380,16.24,Starbucks,"Houston, TX",2025-10-07T14:04:13,****5061,0
TXN00476,37.58,Amazon,"Phoenix, AZ",2025-10-09T06:54:13,****1647,0
TXN00008,172.63,Apple Store,"Phoenix, AZ",2025-09-26T17:03:13,****9785,0
TXN00210,2000.0,Best Buy,"San Jose, CA",2025-09-26T10:52:13,****4115,0
TXN00914,581.83,Home Depot,"San Antonio, TX",2025-10-10T08:35:13,****2275,0
TXN00425,143.75,McDonald's,"Chicago, IL",2025-09-22T02:39:13,****7504,0
TXN00768,777.59,Amazon,"Austin, TX",2025-10-03T08:53:13,****2166,0
TXN00084,25.09,Costco,"New York, NY",2025-09-29T09:59:13,****9821,0
TXN00530,14.06,Shell Gas,"Philadelphia, PA",2025-10-16T01:12:13,****5775,0
TXN00243,116.45,McDonald's,"San Antonio, TX",2025-09-30T14:47:13,****8267,0
TXN00252,216.33,CVS Pharmacy,"Jacksonville, FL",2025-10-10T04:57:13,****1982,0
TXN00421,1201.25,McDonald's,"Austin, TX",2025-09-22T04:02:13,****8822,0
TXN00873,6.9,Walmart,"Houston, TX",2025-10-04T04:36:13,****8130,0
TXN00818,207.36,McDonald's,"Houston, TX",2025-10-19T09:41:13,****8341,0
TXN00241,16.63,Best Buy,"San Jose, CA",2025-10-20T06:34:13,****9543,0
TXN00711,74.93,Best Buy,"Los Angeles, CA",2025-10-21T12:52:13,****5781,0
TXN00258,18.89,McDonald's,"Dallas, TX",2025-09-27T04:53:13,****1430,0
TXN00765,306.1,Home Depot,"Philadelphia, PA",2025-10-01T15:10:13,****4659,0
TXN00788,108.72,Home Depot,"New York, NY",2025-10-20T07:06:13,****8279,0
TXN00829,29.07,Best Buy,"San Diego, CA",2025-09-25T05:47:13,****6536,0
TXN00863,556.27,Target,"San Antonio, TX",2025-10-04T09:27:13,****6724,0
TXN00509,58.72,Home Depot,"Dallas, TX",2025-10-11T10:45:13,****3292,0
TXN00342,78.69,Costco,"Los Angeles, CA",2025-09-28T11:05:13,****3956,0
TXN00344,25.52,Costco,"San Diego, CA",2025-10-02T07:22:13,****8272,0
TXN00680,367.72,Apple Store,"New York, NY",2025-09-29T06:56:13,****3328,0
TXN00462,57.56,Best Buy,"Houston, TX",2025-10-19T15:30:13,****8314,0
TXN00350,39.64,Starbucks,"San Antonio, TX",2025-09-21T08:54:13,****3513,0
TXN00291,39.96,Chevron,"Chicago, IL",2025-09-21T16:26:13,****6626,0
TXN00311,39.39,Best Buy,"Philadelphia, PA",2025-09-30T02:04:13,****8564,0
TXN00137,16.86,Chevron,"New York, NY",2025-10-05T02:27:13,****4954,0
TXN00316,56.35,Chevron,"Chicago, IL",2025-09-25T09:34:13,****4637,0
TXN00874,18.24,Home Depot,"Los Angeles, CA",2025-09-28T07:31:13,****8523,0
TXN00738,238.42,Chevron,"Philadelphia, PA",2025-09-25T15:42:13,****3604,0
TXN00696,34.32,Home Depot,"Los Angeles, CA",2025-09-25T06:52:13,****6500,0
TXN00608,8.44,Apple Store,"Jacksonville, FL",2025-10-09T11:05:13,****6152,0
TXN00055,256.34,Apple Store,"Los Angeles, CA",2025-10-08T07:56:13,****9565,0
TXN00637,187.68,Target,"Houston, TX",2025-09-26T10:30:13,****7568,0
TXN00415,89.88,Starbucks,"San Diego, CA",2025-10-01T13:02:13,****4505,0
TXN00141,76.8,Shell Gas,"Dallas, TX",2025-10-05T11:45:13,****6419,0
TXN00593,112.0,Amazon,"Los Angeles, CA",2025-09-22T05:04:13,****8479,0
TXN00587,27.41,Shell Gas,"San Diego, CA",2025-10-11T08:37:13,****2526,0
TXN00985,3553.78,Home Depot,"Houston, TX",2025-10-11T11:51:13,****5773,1
TXN00211,128.55,Apple Store,"Phoenix, AZ",2025-09-30T05:43:13,****3240,0
TXN00212,299.87,Home Depot,"Los Angeles, CA",2025-09-23T08:30:13,****6061,0
TXN00164,15.94,Costco,"Dallas, TX",2025-10-04T10:27:13,****1653,0
TXN00419,320.2,Amazon,"Los Angeles, CA",2025-10-08T12:02:13,****2647,0
TXN00630,281.83,Shell Gas,"San Diego, CA",2025-10-05T11:01:13,****3734,0
TXN00372,115.24,Apple Store,"New York, NY",2025-09-25T05:27:13,****1744,0
TXN00670,280.69,McDonald's,"Dallas, TX",2025-10-06T16:15:13,****7275,0
TXN00061,26.61,CVS Pharmacy,"Phoenix, AZ",2025-10-01T23:41:13,****9666,0
TXN00800,57.09,Amazon,"Phoenix, AZ",2025-10-10T05:12:13,****7979,0
TXN00286,5.0,Home Depot,"Phoenix, AZ",2025-09-26T12:29:13,****6766,0
TXN00479,2000.0,Best Buy,"Houston, TX",2025-09-21T05:45:13,****8846,0
TXN00911,34.41,Shell Gas,"San Diego, CA",2025-09-23T16:51:13,****6309,0
TXN00436,61.02,Apple Store,"Jacksonville, FL",2025-10-03T20:51:13,****6890,0
TXN00774,234.82,Amazon,"San Diego, CA",2025-10-13T12:43:13,****3762,0
TXN00481,45.07,Chevron,"Philadelphia, PA",2025-09-27T12:03:13,****9743,0
TXN00075,5.0,McDonald's,"Austin, TX",2025-09-24T06:17:13,****5371,0
TXN00221,1758.1,Home Depot,"Philadelphia, PA",2025-10-18T07:02:13,****1410,0
TXN00070,20.75,Chevron,"New York, NY",2025-09-25T10:57:13,****3426,0
TXN00810,14.27,Walmart,"San Antonio, TX",2025-10-07T17:16:13,****6148,0
TXN00362,544.09,Shell Gas,"Dallas, TX",2025-10-17T08:27:13,****2077,0
TXN00541,191.24,Home Depot,"Austin, TX",2025-10-10T13:53:13,****1725,0
TXN00990,7583.83,Unknown Merchant,"Phoenix, AZ",2025-10-14T14:45:13,****5655,1
TXN00388,910.74,Costco,"Jacksonville, FL",2025-10-10T06:09:13,****1741,0
TXN00822,452.15,Chevron,"Houston, TX",2025-10-01T07:11:13,****6953,0
TXN00433,36.45,Chevron,"Philadelphia, PA",2025-10-19T11:26:13,****4027,0
TXN00598,12.58,McDonald's,"Austin, TX",2025-10-19T07:32:13,****4496,0
TXN00298,86.57,Starbucks,"Los Angeles, CA",2025-10-03T07:34:13,****6731,0
TXN00411,158.76,Best Buy,"Phoenix, AZ",2025-09-27T12:19:13,****9011,0
TXN00589,189.71,Chevron,"San Antonio, TX",2025-10-15T00:40:13,****4470,0
TXN00106,100.09,Walmart,"Chicago, IL",2025-10-17T12:48:13,****3503,0
TXN00068,245.99,CVS Pharmacy,"San Diego, CA",2025-10-04T06:57:13,****1158,0
TXN00278,22.19,McDonald's,"Los Angeles, CA",2025-10-14T10:07:13,****9584,0
TXN00230,151.32,Starbucks,"Los Angeles, CA",2025-09-30T10:35:13,****6876,0
TXN00169,37.79,Apple Store,"San Antonio, TX",2025-10-01T05:27:13,****8700,0
TXN00651,874.31,CVS Pharmacy,"Jacksonville, FL",2025-10-11T12:15:13,****4827,0
TXN00529,80.61,McDonald's,"Austin, TX",2025-10-02T14:12:13,****4290,0
TXN00219,26.36,Walmart,"San Antonio, TX",2025-10-21T13:25:13,****8451,0
TXN00079,62.65,Costco,"Los Angeles, CA",2025-09-21T06:10:13,****9346,0
TXN00294,195.27,Starbucks,"Philadelphia, PA",2025-09-22T12:06:13,****6543,0
TXN00601,169.95,CVS Pharmacy,"Chicago, IL",2025-10-06T16:08:13,****2463,0
TXN00737,80.16,Shell Gas,"Houston, TX",2025-09-22T04:45:13,****8937,0
TXN00117,51.83,Best Buy,"San Diego, CA",2025-10-11T11:36:13,****7211,0
TXN00521,5.0,McDonald's,"New York, NY",2025-10-12T10:43:13,****2387,0
TXN00684,113.76,Starbucks,"San Jose, CA",2025-10-15T05:11:13,****3907,0
TXN00314,184.98,Starbucks,"Dallas, TX",2025-09-22T14:38:13,****9452,0
TXN00348,6.61,Amazon,"Chicago, IL",2025-09-24T07:42:13,****8179,0
TXN00267,631.83,McDonald's,"Phoenix, AZ",2025-10-15T06:25:13,****6655,0
TXN00543,120.87,McDonald's,"Los Angeles, CA",2025-10-21T15:18:13,****9366,0
TXN00735,255.63,Target,"Phoenix, AZ",2025-09-28T09:40:13,****6257,0
TXN00764,47.27,Costco,"Los Angeles, CA",2025-10-06T14:16:13,****3999,0
TXN00844,96.89,Home Depot,"Jacksonville, FL",2025-09-23T05:14:13,****7920,0
TXN00337,15.83,Costco,"Dallas, TX",2025-10-08T23:58:13,****8756,0
TXN00692,310.75,CVS Pharmacy,"San Jose, CA",2025-10-09T04:43:13,****1530,0
TXN00175,82.68,Home Depot,"San Diego, CA",2025-09-27T16:15:13,****9998,0
TXN00078,34.87,Best Buy,"Houston, TX",2025-10-21T08:07:13,****6378,0
TXN00527,5.0,Shell Gas,"Los Angeles, CA",2025-10-17T12:07:13,****6443,0
TXN00144,72.02,CVS Pharmacy,"Chicago, IL",2025-10-15T13:02:13,****5530,0
TXN00285,1338.83,Home Depot,"Philadelphia, PA",2025-10-17T10:02:13,****8245,0
TXN00888,31.85,Target,"Chicago, IL",2025-10-14T08:16:13,****4183,0
TXN00418,64.94,Amazon,"Austin, TX",2025-09-23T08:52:13,****4814,0
TXN00478,87.08,Shell Gas,"Houston, TX",2025-09-24T04:13:13,****1251,0
TXN00132,60.51,Apple Store,"Dallas, TX",2025-09-27T10:05:13,****5397,0
TXN00430,5.0,Target,"Jacksonville, FL",2025-10-07T07:47:13,****4050,0
TXN00032,878.68,CVS Pharmacy,"San Diego, CA",2025-09-25T15:44:13,****9727,0
TXN00416,17.77,Best Buy,"Dallas, TX",2025-10-13T02:48:13,****5450,0
TXN00827,583.68,Shell Gas,"Chicago, IL",2025-09-25T06:46:13,****7704,0
TXN00826,483.03,Chevron,"Dallas, TX",2025-10-10T07:30:13,****3689,0
TXN00121,178.85,Best Buy,"Houston, TX",2025-09-25T20:23:13,****4908,0
TXN00970,4315.96,Starbucks,Unknown Location,2025-09-29T18:59:13,****8537,1
TXN00321,63.15,CVS Pharmacy,"Chicago, IL",2025-09-27T07:04:13,****1086,0
TXN00182,15.09,Best Buy,"San Jose, CA",2025-10-05T06:24:13,****2143,0
TXN00181,139.56,Shell Gas,"San Diego, CA",2025-10-14T10:23:13,****7284,0
TXN00966,9441.32,Online Casino,"San Jose, CA",2025-09-27T21:38:13,****9871,1
TXN00616,66.28,Walmart,"New York, NY",2025-10-03T16:16:13,****4534,0
TXN00473,5.62,Shell Gas,"New York, NY",2025-10-04T11:06:13,****9683,0
TXN00607,17.1,Best Buy,"Los Angeles, CA",2025-09-23T14:44:13,****3017,0
TXN00382,22.22,Best Buy,"Chicago, IL",2025-09-25T11:56:13,****6123,0
TXN00202,126.62,Shell Gas,"Phoenix, AZ",2025-09-30T20:41:13,****8622,0
TXN00251,8.24,Walmart,"Los Angeles, CA",2025-09-25T15:05:13,****2582,0
TXN00690,106.31,Best Buy,"Austin, TX",2025-10-03T05:08:13,****6026,0
TXN00748,17.58,Home Depot,"Houston, TX",2025-09-30T12:51:13,****7709,0
TXN00631,5.0,Starbucks,"Chicago, IL",2025-10-13T05:35:13,****2889,0
TXN00127,12.36,CVS Pharmacy,"Phoenix, AZ",2025-09-24T06:41:13,****2983,0
TXN00021,492.0,Starbucks,"Houston, TX",2025-10-17T10:27:13,****1771,0
TXN00884,261.45,Amazon,"Dallas, TX",2025-09-24T09:25:13,****1684,0
TXN00940,23.43,Walmart,"Dallas, TX",2025-10-21T11:19:13,****6175,0
TXN00288,131.96,Starbucks,"Phoenix, AZ",2025-10-19T07:38:13,****2479,0
TXN00235,1360.92,Starbucks,"Chicago, IL",2025-09-26T04:32:13,****5542,0
TXN00830,35.78,Walmart,"San Antonio, TX",2025-10-20T02:39:13,****3018,0
TXN00926,5.56,Walmart,"Houston, TX",2025-10-07T08:02:13,****8891,0
TXN00096,6.08,Shell Gas,"San Antonio, TX",2025-09-23T08:20:13,****7291,0
TXN00533,49.45,Walmart,"San Jose, CA",2025-10-15T08:58:13,****3947,0
TXN00783,96.57,Starbucks,"San Diego, CA",2025-10-10T06:22:13,****7609,0
TXN00900,16.03,Chevron,"Houston, TX",2025-10-13T05:52:13,****2252,0
TXN00444,47.77,Chevron,"Jacksonville, FL",2025-10-10T14:56:13,****2838,0
TXN00525,17.38,McDonald's,"Phoenix, AZ",2025-10-06T06:09:13,****5123,0
TXN00895,434.08,Apple Store,"San Jose, CA",2025-10-10T05:05:13,****3762,0
TXN00571,56.13,Costco,"New York, NY",2025-10-13T13:14:13,****3755,0
TXN00364,99.74,McDonald's,"San Jose, CA",2025-10-19T14:12:13,****2215,0
TXN00663,51.98,Apple Store,"San Jose, CA",2025-10-13T03:28:13,****1357,0
TXN00710,695.54,Amazon,"San Antonio, TX",2025-10-19T11:50:13,****8869,0
TXN00119,303.15,CVS Pharmacy,"Dallas, TX",2025-10-19T23:10:13,****4673,0
TXN00709,5.0,Apple Store,"Dallas, TX",2025-09-25T10:29:13,****6911,0
TXN00618,162.17,Home Depot,"Jacksonville, FL",2025-10-05T06:05:13,****7590,0
TXN00767,51.81,Costco,"San Jose, CA",2025-10-12T10:25:13,****8709,0
TXN00664,24.16,Walmart,"Houston, TX",2025-09-23T07:41:13,****3110,0
TXN00535,20.54,Shell Gas,"Phoenix, AZ",2025-09-25T06:40:13,****7703,0
TXN00499,14.68,McDonald's,"San Diego, CA",2025-10-03T12:48:13,****4700,0
TXN00526,5.0,Best Buy,"Jacksonville, FL",2025-10-01T09:53:13,****4203,0
TXN00609,5.0,Target,"Houston, TX",2025-10-13T08:17:13,****5668,0
TXN00689,158.61,Home Depot,"Philadelphia, PA",2025-10-16T06:57:13,****6846,0
TXN00338,33.71,Costco,"New York, NY",2025-09-27T08:14:13,****6848,0
TXN00468,170.08,Costco,"New York, NY",2025-10-04T01:36:13,****3869,0
TXN00437,628.24,CVS Pharmacy,"Houston, TX",2025-10-20T07:03:13,****6026,0
TXN00617,64.33,Amazon,"New York, NY",2025-09-21T06:00:13,****5693,0
TXN00484,74.08,Best Buy,"Philadelphia, PA",2025-10-11T10:56:13,****4625,0
TXN00955,2075.05,McDonald's,"San Jose, CA",2025-10-05T20:32:13,****2124,1
TXN00199,59.58,Best Buy,"Dallas, TX",2025-10-08T08:42:13,****3950,0
TXN00925,327.85,Apple Store,"San Jose, CA",2025-10-01T19:46:13,****5644,0
TXN00005,38.43,McDonald's,"Houston, TX",2025-10-07T08:41:13,****1106,0
TXN00336,43.79,Best Buy,"New York, NY",2025-09-26T13:30:13,****6170,0
TXN00627,12.37,Target,"Philadelphia, PA",2025-10-17T05:37:13,****5403,0
TXN00028,95.92,Home Depot,"Dallas, TX",2025-10-02T13:09:13,****3646,0
TXN00704,6.6,Chevron,"Los Angeles, CA",2025-10-11T08:53:13,****8909,0
TXN00317,151.86,Shell Gas,"Philadelphia, PA",2025-09-22T19:29:13,****7495,0
TXN00807,76.19,Walmart,"San Antonio, TX",2025-09-22T08:41:13,****8178,0
TXN00558,28.54,Starbucks,"Houston, TX",2025-10-07T14:50:13,****9019,0
TXN00103,32.65,Shell Gas,"Phoenix, AZ",2025-09-27T12:52:13,****5543,0
TXN00146,176.4,Best Buy,"Phoenix, AZ",2025-10-14T11:13:13,****1231,0
TXN00031,22.14,Best Buy,"New York, NY",2025-10-14T04:27:13,****2403,0
TXN00528,58.68,Apple Store,"San Antonio, TX",2025-09-26T05:04:13,****6484,0
TXN00131,5.33,CVS Pharmacy,"Chicago, IL",2025-10-08T13:59:13,****5425,0
TXN00910,1400.92,Home Depot,"Houston, TX",2025-10-05T04:09:13,****7358,0
TXN00876,805.8,Costco,"Dallas, TX",2025-10-19T09:18:13,****5237,0
TXN00588,15.26,CVS Pharmacy,"San Diego, CA",2025-10-01T08:10:13,****2037,0
TXN00843,10.13,Chevron,"San Diego, CA",2025-10-03T08:50:13,****7839,0
TXN00299,184.8,Costco,"Austin, TX",2025-09-29T08:24:13,****2388,0
TXN00988,4474.0,Unknown Merchant,"Los Angeles, CA",2025-10-19T18:33:13,****8752,1
TXN00879,53.27,CVS Pharmacy,"San Jose, CA",2025-10-20T07:28:13,****6860,0
TXN00909,143.77,Shell Gas,"Houston, TX",2025-10-19T13:18:13,****1701,0
TXN00358,35.41,CVS Pharmacy,"Los Angeles, CA",2025-10-04T08:35:13,****5914,0
TXN00841,50.69,Home Depot,"Chicago, IL",2025-09-29T08:21:13,****9255,0
TXN00720,50.13,Shell Gas,"Phoenix, AZ",2025-10-19T10:38:13,****1568,0
TXN00374,230.19,Apple Store,"Austin, TX",2025-10-21T09:52:13,****9938,0
TXN00319,88.79,Best Buy,"New York, NY",2025-10-11T02:39:13,****6493,0
TXN00248,20.49,McDonald's,"San Diego, CA",2025-09-23T13:11:13,****8430,0
TXN00281,64.73,Chevron,"Houston, TX",2025-09-23T06:10:13,****3419,0
TXN00907,7.1,Chevron,"Chicago, IL",2025-10-07T13:56:13,****3395,0
TXN00665,18.74,Walmart,"Philadelphia, PA",2025-10-18T17:03:13,****1829,0
TXN00268,6.39,McDonald's,"Los Angeles, CA",2025-10-12T06:55:13,****8972,0
TXN00280,30.63,Starbucks,"Chicago, IL",2025-10-19T10:25:13,****9693,0
TXN00209,118.22,Apple Store,"Jacksonville, FL",2025-10-06T04:35:13,****5689,0
TXN00217,17.13,Walmart,"San Diego, CA",2025-09-21T14:44:13,****4696,0
TXN00215,34.03,Chevron,"Philadelphia, PA",2025-10-05T10:15:13,****3695,0
TXN00340,23.44,McDonald's,"San Antonio, TX",2025-09-28T10:08:13,****6554,0
TXN00024,6.44,Costco,"Dallas, TX",2025-09-24T01:49:13,****2876,0
TXN00483,5.0,Shell Gas,"Los Angeles, CA",2025-09-26T00:02:13,****6246,0
TXN00963,6881.86,Starbucks,"San Diego, CA",2025-10-10T12:19:13,****5408,1
TXN00875,51.95,CVS Pharmacy,"Philadelphia, PA",2025-10-20T15:29:13,****3916,0
TXN00952,3381.31,Online Casino,"New York, NY",2025-09-24T15:50:13,****9489,1
TXN00352,499.21,Apple Store,"Chicago, IL",2025-10-05T11:12:13,****5566,0
TXN00015,5.0,Shell Gas,"San Antonio, TX",2025-10-12T23:52:13,****4598,0
TXN00295,93.27,Home Depot,"San Jose, CA",2025-10-20T05:51:13,****6482,0
TXN00576,5.0,Costco,"New York, NY",2025-10-07T12:37:13,****2425,0
TXN00554,79.97,Home Depot,"Chicago, IL",2025-10-16T08:05:13,****7481,0
TXN00629,59.36,Costco,"Dallas, TX",2025-10-19T12:56:13,****2262,0
TXN00983,4459.2,Unknown Merchant,Offshore,2025-10-07T12:52:13,****3373,1
TXN00643,36.99,McDonald's,"New York, NY",2025-10-14T08:52:13,****1157,0
TXN00994,2744.98,Shell Gas,"Dallas, TX",2025-09-26T20:27:13,****8239,1
TXN00383,5.0,Best Buy,"Chicago, IL",2025-10-05T23:03:13,****9171,0
TXN00205,6.91,Shell Gas,"Phoenix, AZ",2025-10-14T22:38:13,****8916,0
TXN00240,196.1,Shell Gas,"Philadelphia, PA",2025-10-05T09:04:13,****9254,0
TXN00046,18.55,Shell Gas,"Dallas, TX",2025-10-18T15:58:13,****1241,0
TXN00452,228.77,Chevron,"New York, NY",2025-09-22T03:33:13,****8734,0
TXN00951,3108.43,Crypto Exchange,"Kiev, Ukraine",2025-09-20T23:54:13,****1941,1
TXN00453,12.45,Amazon,"Phoenix, AZ",2025-10-08T14:24:13,****7887,0
TXN00359,88.6,Target,"Jacksonville, FL",2025-09-29T02:52:13,****3852,0
TXN00174,91.08,Shell Gas,"San Antonio, TX",2025-10-20T13:09:13,****9167,0
TXN00877,25.12,McDonald's,"San Antonio, TX",2025-10-07T08:05:13,****6183,0
TXN00025,24.13,Home Depot,"Dallas, TX",2025-09-27T11:51:13,****6573,0
TXN00353,197.65,Best Buy,"Los Angeles, CA",2025-10-21T06:01:13,****9482,0
TXN00933,6.22,Chevron,"Los Angeles, CA",2025-10-19T10:24:13,****9835,0
TXN00196,97.32,Best Buy,"Jacksonville, FL",2025-10-19T10:26:13,****2646,0
TXN00604,417.15,Home Depot,"Austin, TX",2025-10-17T15:56:13,****1138,0
TXN00375,1379.91,Costco,"Austin, TX",2025-09-21T12:17:13,****7653,0
TXN00434,160.18,Target,"San Diego, CA",2025-10-11T02:32:13,****5272,0
TXN00424,234.48,Chevron,"Jacksonville, FL",2025-09-28T05:30:13,****3868,0
TXN00893,270.43,Apple Store,"Los Angeles, CA",2025-09-23T13:01:13,****8383,0
TXN00868,90.17,McDonald's,"Phoenix, AZ",2025-10-04T07:31:13,****9468,0
TXN00671,353.94,Target,"San Antonio, TX",2025-10-15T07:41:13,****9614,0
TXN00740,250.02,Apple Store,"New York, NY",2025-10-16T12:39:13,****4288,0
TXN00723,7.23,Best Buy,"Chicago, IL",2025-10-20T10:49:13,****8133,0
TXN00946,10.97,Home Depot,"Los Angeles, CA",2025-09-28T12:42:13,****3650,0
TXN00880,324.6,Chevron,"Los Angeles, CA",2025-10-12T06:13:13,****2417,0
TXN00253,1317.16,Apple Store,"Dallas, TX",2025-10-04T12:25:13,****7730,0
TXN00595,258.87,Home Depot,"Phoenix, AZ",2025-10-16T03:36:13,****5489,0
TXN00201,93.38,Shell Gas,"San Jose, CA",2025-10-17T12:52:13,****5161,0
TXN00405,27.8,CVS Pharmacy,"Houston, TX",2025-10-08T09:53:13,****8726,0
TXN00681,161.18,Apple Store,"Houston, TX",2025-09-24T23:36:13,****9064,0
TXN00203,277.15,Costco,"Austin, TX",2025-10-04T14:04:13,****6661,0
TXN00902,30.26,Apple Store,"San Jose, CA",2025-10-09T06:19:13,****1600,0
TXN00652,295.85,Walmart,"Houston, TX",2025-10-17T05:55:13,****2785,0
TXN00134,111.1,Best Buy,"San Diego, CA",2025-10-03T08:08:13,****6511,0
TXN00603,201.22,Target,"San Antonio, TX",2025-09-27T04:37:13,****3181,0
TXN00514,13.99,Home Depot,"San Jose, CA",2025-09-30T10:43:13,****5839,0
TXN00569,5.0,Home Depot,"San Diego, CA",2025-10-08T07:06:13,****8272,0
TXN00088,89.4,Chevron,"Phoenix, AZ",2025-09-30T11:07:13,****5844,0
TXN00269,28.22,Chevron,"Austin, TX",2025-10-12T17:07:13,****1897,0
TXN00409,65.39,Home Depot,"Jacksonville, FL",2025-09-30T07:48:13,****5331,0
TXN00562,1227.95,Home Depot,"Chicago, IL",2025-10-11T14:13:13,****2916,0
TXN00744,56.78,Starbucks,"San Diego, CA",2025-10-02T09:37:13,****8775,0
TXN00488,10.78,Shell Gas,"Jacksonville, FL",2025-10-01T06:03:13,****3756,0
TXN00085,16.24,Home Depot,"Jacksonville, FL",2025-09-21T05:50:13,****4228,0
TXN00345,26.94,Starbucks,"San Diego, CA",2025-10-20T06:34:13,****6776,0
TXN00136,558.3,Starbucks,"Phoenix, AZ",2025-10-11T11:54:13,****5526,0
TXN00152,91.81,Target,"Chicago, IL",2025-09-26T09:13:13,****2395,0
TXN00404,58.58,Best Buy,"New York, NY",2025-10-07T12:23:13,****7765,0
TXN00998,728.0,Chevron,"San Antonio, TX",2025-10-14T18:22:13,****7385,1
TXN00443,5.0,Home Depot,"San Jose, CA",2025-09-24T05:59:13,****8319,0
TXN00648,50.33,Apple Store,"Los Angeles, CA",2025-10-05T13:40:13,****7461,0
TXN00971,2129.79,Amazon,"Austin, TX",2025-10-09T19:55:13,****2650,1
TXN00686,159.09,Walmart,"Dallas, TX",2025-09-24T11:28:13,****7120,0
TXN00457,46.5,McDonald's,"Dallas, TX",2025-10-17T07:18:13,****1056,0
TXN00403,55.03,Target,"Austin, TX",2025-10-14T18:48:13,****2800,0
TXN00052,30.64,Chevron,"Dallas, TX",2025-10-16T16:00:13,****2312,0
TXN00157,896.65,Best Buy,"Chicago, IL",2025-10-04T15:32:13,****7693,0
TXN00832,13.76,Shell Gas,"New York, NY",2025-10-05T05:57:13,****8091,0
TXN00515,22.99,Best Buy,"Jacksonville, FL",2025-10-19T15:23:13,****7225,0
TXN00335,235.73,Walmart,"Jacksonville, FL",2025-09-27T02:30:13,****5807,0
TXN00154,77.35,Chevron,"San Antonio, TX",2025-10-07T03:13:13,****8025,0
TXN00579,5.94,Best Buy,"Houston, TX",2025-09-26T16:10:13,****9720,0
TXN00553,314.72,Chevron,"San Antonio, TX",2025-09-21T09:41:13,****7636,0
TXN00327,310.18,Costco,"San Antonio, TX",2025-10-21T08:17:13,****7825,0
TXN00043,45.9,Home Depot,"Austin, TX",2025-10-01T15:07:13,****6559,0
TXN00780,138.52,Costco,"Chicago, IL",2025-10-18T10:55:13,****6015,0
TXN00313,188.32,Apple Store,"Chicago, IL",2025-09-24T12:51:13,****8873,0
TXN00056,220.73,Starbucks,"Phoenix, AZ",2025-10-15T07:12:13,****4910,0
TXN00392,114.19,Starbucks,"Philadelphia, PA",2025-10-04T01:44:13,****3363,0
TXN00012,27.15,Costco,"San Diego, CA",2025-10-01T05:22:13,****7065,0
TXN00233,58.46,Amazon,"Philadelphia, PA",2025-10-13T23:42:13,****4362,0
TXN00124,6.67,Target,"Phoenix, AZ",2025-10-18T08:33:13,****6111,0
TXN00427,12.84,Amazon,"New York, NY",2025-10-12T09:26:13,****6489,0
TXN00890,288.03,Chevron,"San Diego, CA",2025-10-01T09:14:13,****2103,0
TXN00816,5.88,Target,"Los Angeles, CA",2025-09-27T10:17:13,****6421,0
TXN00343,78.84,Chevron,"Phoenix, AZ",2025-10-11T15:12:13,****5843,0
TXN00950,78.65,Costco,"Houston, TX",2025-10-10T15:30:13,****7296,0
TXN00081,39.27,Costco,"Chicago, IL",2025-10-03T01:16:13,****1626,0
TXN00937,11.8,McDonald's,"Chicago, IL",2025-10-13T10:18:13,****2373,0
TXN00851,21.44,CVS Pharmacy,"Austin, TX",2025-10-20T03:08:13,****7825,0
TXN00789,49.14,McDonald's,"Los Angeles, CA",2025-10-04T12:48:13,****3508,0
TXN00625,595.73,Walmart,"New York, NY",2025-09-29T14:32:13,****3684,0
TXN00610,514.95,CVS Pharmacy,"New York, NY",2025-09-24T04:36:13,****5942,0
TXN00098,80.77,Walmart,"San Antonio, TX",2025-10-14T13:48:13,****9486,0
TXN00697,89.05,Shell Gas,"New York, NY",2025-10-13T12:48:13,****2110,0
TXN00848,2000.0,Best Buy,"Dallas, TX",2025-10-20T11:04:13,****2679,0
TXN00178,483.14,Costco,"Dallas, TX",2025-10-21T09:27:13,****4681,0
TXN00495,536.3,Amazon,"New York, NY",2025-10-05T06:58:13,****5697,0
TXN00676,17.0,Amazon,"San Diego, CA",2025-10-05T10:55:13,****4813,0
TXN00991,3169.76,Costco,Offshore,2025-10-21T17:30:13,****6846,1
TXN00967,8936.07,CVS Pharmacy,"San Jose, CA",2025-10-06T11:35:13,****5501,1
TXN00583,141.06,CVS Pharmacy,"Chicago, IL",2025-10-14T14:12:13,****5055,0
TXN00410,118.11,Apple Store,"San Diego, CA",2025-10-15T02:15:13,****5890,0
TXN00640,7.83,Costco,"San Jose, CA",2025-09-26T11:53:13,****4974,0
TXN00095,30.32,Target,"New York, NY",2025-10-20T13:02:13,****2193,0
TXN00707,8.0,CVS Pharmacy,"Dallas, TX",2025-09-28T02:58:13,****5346,0
TXN00974,3533.49,CVS Pharmacy,"Kiev, Ukraine",2025-10-13T10:04:13,****3947,1
TXN00847,84.25,Costco,"Austin, TX",2025-10-13T14:29:13,****5835,0
TXN00256,26.41,Best Buy,"Chicago, IL",2025-09-30T09:38:13,****2773,0
TXN00597,36.42,Amazon,"San Antonio, TX",2025-10-01T11:48:13,****4836,0
TXN00743,21.39,McDonald's,"Austin, TX",2025-09-22T14:31:13,****4963,0
TXN00272,6.34,Target,"Chicago, IL",2025-10-09T09:18:13,****9196,0
